Year	Sampling #	plot	Ring	CO2 Treatment	Nitrogen Treatment	CountOfSpecies	CountOfGroup	Experiment	monospecies	Monogroup	Water Treatment 	Temp Treatment 	pH
2006	9	129	3	Cenrich	Namb	4	3	M					5.7
2006	9	130	3	Cenrich	Nenrich	16	4	M					6.2
2006	9	131	3	Cenrich	Namb	9	4	M					6
2006	9	132	3	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.6
2006	9	133	3	Cenrich	Namb	9	4	M					6.1
2006	9	134	3	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			5.4
2006	9	135	3	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			6.1
2006	9	136	3	Cenrich	Nenrich	4	1	S		Forb			6
2006	9	137	3	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			4.8
2006	9	138	3	Cenrich	Namb	1	1	M	Poa pratensis	C-3			5.7
2006	9	139	3	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			4.6
2006	9	140	3	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			5.7
2006	9	141	3	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			6
2006	9	142	3	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			4.6
2006	9	143	3	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			5.8
2006	9	144	3	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			5.4
2006	9	145	3	Cenrich	Namb	1	1	M	Agropyron repens	C-3			5.7
2006	9	146	3	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			4.7
2006	9	147	3	Cenrich	Namb	16	4	M					6.3
2006	9	148	3	Cenrich	Namb	4	3	M					5.6
2006	9	149	3	Cenrich	Nenrich	9	4	M					5.9
2006	9	150	3	Cenrich	Namb	4	1	S		Legume			6.2
2006	9	151	3	Cenrich	Nenrich	16	4	M					6.3
2006	9	152	3	Cenrich	Namb	4	1	S		C-4			5.7
2006	9	153	3	Cenrich	Namb	1	1	M	Solidago rigida	Forb			5.9
2006	9	154	3	Cenrich	Nenrich	4	4	S					5.9
2006	9	155	3	Cenrich	Namb	4	4	S					5.7
2006	9	156	3	Cenrich	Namb	4	2	M					5.6
2006	9	157	3	Cenrich	Namb	4	1	S		C-3			5.9
2006	9	158	3	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			4.5
2006	9	159	3	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			5.6
2006	9	160	3	Cenrich	Nenrich	1	1	M	Asclepias tuberosa	Forb			4.7
2006	9	161	3	Cenrich	Nenrich	9	4	M					6.1
2006	9	162	3	Cenrich	Nenrich	4	3	M					5.6
2006	9	163	3	Cenrich	Namb	16	4	M					6.2
2006	9	164	3	Cenrich	Namb	4	4	M					6
2006	9	165	3	Cenrich	Nenrich	9	3	M					5.7
2006	9	166	3	Cenrich	Nenrich	9	4	M					5.5
2006	9	167	3	Cenrich	Nenrich	4	3	M					6.2
2006	9	168	3	Cenrich	Nenrich	4	1	S		C-3			5.7
2006	9	169	3	Cenrich	Namb	1	1	M	Amorpha canescens	Legume			5.2
2006	9	170	3	Cenrich	Namb	9	4	M					6
2006	9	171	3	Cenrich	Nenrich	9	4	M					6
2006	9	172	3	Cenrich	Namb	4	1	S		Forb			5.3
2006	9	173	3	Cenrich	Namb	16	4	M					5.7
2006	9	174	3	Cenrich	Nenrich	1	1	M	Bromus inermis	C-3			4.9
2006	9	175	3	Cenrich	Nenrich	16	4	M					5.9
2006	9	176	3	Cenrich	Nenrich	4	3	M					6.4
2006	9	177	3	Cenrich	Namb	9	4	M					6
2006	9	178	3	Cenrich	Namb	4	3	M					5.9
2006	9	179	3	Cenrich	Namb	16	4	M					6
2006	9	180	3	Cenrich	Nenrich	16	4	M					5.9
2006	9	181	3	Cenrich	Nenrich	4	1	S		Legume			5.8
2006	9	182	3	Cenrich	Namb	0	1	M					4.6
2006	9	183	3	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3			5.7
2006	9	184	4	Camb	Namb	16	4	M					5.9
2006	9	185	4	Camb	Nenrich	9	4	M					6
2006	9	186	4	Camb	Nenrich	9	4	M					6.4
2006	9	187	4	Camb	Namb	9	4	M					5.8
2006	9	188	4	Camb	Namb	16	4	M					5.9
2006	9	189	4	Camb	Namb	4	3	M					6.3
2006	9	190	4	Camb	Namb	1	1	M	Lupinus perennis	Legume			5.6
2006	9	191	4	Camb	Namb	4	2	S					5.8
2006	9	192	4	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			4.9
2006	9	193	4	Camb	Nenrich	4	3	M					5.9
2006	9	194	4	Camb	Nenrich	9	4	M					5.9
2006	9	195	4	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			4.9
2006	9	196	4	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			4.9
2006	9	197	4	Camb	Nenrich	4	2	M					6.1
2006	9	198	4	Camb	Namb	4	3	M					5.9
2006	9	199	4	Camb	Namb	1	1	M	Solidago rigida	Forb			5.8
2006	9	200	4	Camb	Namb	4	1	S		Forb			5.3
2006	9	201	4	Camb	Namb	16	4	M					5.8
2006	9	202	4	Camb	Namb	1	1	M	Bromus inermis	C-3			5.7
2006	9	203	4	Camb	Nenrich	4	4	S					6.1
2006	9	204	4	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.5
2006	9	205	4	Camb	Nenrich	16	4	M					5.1
2006	9	206	4	Camb	Nenrich	4	2	M					5.9
2006	9	207	4	Camb	Nenrich	4	1	S		C-4			6
2006	9	208	4	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			4.8
2006	9	209	4	Camb	Namb	1	1	M	Amorpha canescens	Legume			5
2006	9	210	4	Camb	Nenrich	1	1	M	Achillea millefolium	Forb			5.1
2006	9	211	4	Camb	Namb	4	2	M					5.9
2006	9	212	4	Camb	Nenrich	1	1	M	Lupinus perennis	Legume			5.7
2006	9	213	4	Camb	Nenrich	16	4	M					6.1
2006	9	214	4	Camb	Nenrich	4	1	S		Forb			5.9
2006	9	215	4	Camb	Nenrich	4	1	S		C-3			6.3
2006	9	216	4	Camb	Namb	4	4	S					6.2
2006	9	217	4	Camb	Namb	0	1	M					5.2
2006	9	218	4	Camb	Nenrich	4	4	M					5.9
2006	9	219	4	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			5.2
2006	9	220	4	Camb	Namb	4	3	M					6.2
2006	9	221	4	Camb	Namb	4	1	S		C-4			5.9
2006	9	222	4	Camb	Namb	16	4	M					6.1
2006	9	223	4	Camb	Namb	1	1	M	Achillea millefolium	Forb			5.6
2006	9	224	4	Camb	Nenrich	9	4	M					5.8
2006	9	225	4	Camb	Nenrich	1	1	M	Agropyron repens	C-3			5.6
2006	9	226	4	Camb	Namb	9	4	M					6.2
2006	9	227	4	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			5.8
2006	9	228	4	Camb	Namb	1	1	M	Poa pratensis	C-3			5.6
2006	9	229	4	Camb	Namb	1	1	M	Anemone cylindrica	Forb			5.1
2006	9	230	4	Camb	Namb	9	4	M					5.9
2006	9	231	4	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4			5.8
2006	9	232	4	Camb	Nenrich	9	4	M					6.2
2006	9	233	4	Camb	Namb	9	4	M					6.5
2006	9	234	4	Camb	Nenrich	16	4	M					6.1
2006	9	235	4	Camb	Namb	1	1	M	Agropyron repens	C-3			5.7
2006	9	236	4	Camb	Nenrich	16	4	M					6.1
2006	9	237	4	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			4.9
2006	9	238	4	Camb	Nenrich	4	4	M					6
2006	9	239	4	Camb	Namb	4	3	M					5.8
2006	9	240	4	Camb	Nenrich	4	1	S		Legume			5.7
2006	9	241	4	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			5
2006	9	242	4	Camb	Namb	4	1	S		Legume			5.8
2006	9	243	4	Camb	Namb	9	3	M					5.9
2006	9	244	4	Camb	Namb	4	1	S		C-3			5.7
2006	9	245	5	Cenrich	Nenrich	9	4	M					6.1
2006	9	246	5	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3			5.5
2006	9	247	5	Cenrich	Nenrich	4	1	S		C-4			5.1
2006	9	248	5	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb			5.2
2006	9	249	5	Cenrich	Nenrich	4	2	M					6.3
2006	9	250	5	Cenrich	Namb	16	4	M					6.1
2006	9	251	5	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			6
2006	9	252	5	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			5.3
2006	9	253	5	Cenrich	Nenrich	16	4	M					6.1
2006	9	254	5	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			5.3
2006	9	255	5	Cenrich	Namb	4	3	M					6.1
2006	9	256	5	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			4.8
2006	9	257	5	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			5.1
2006	9	258	5	Cenrich	Nenrich	4	4	M					5.8
2006	9	259	5	Cenrich	Nenrich	4	3	M					5.1
2006	9	260	5	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			5.5
2006	9	261	5	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			5.6
2006	9	262	5	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			4.8
2006	9	263	5	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4			5.6
2006	9	264	5	Cenrich	Namb	9	4	M					5.9
2006	9	265	5	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.5
2006	9	266	5	Cenrich	Namb	1	1	M	Bromus inermis	C-3			5.9
2006	9	267	5	Cenrich	Nenrich	16	4	M					5.9
2006	9	268	5	Cenrich	Namb	4	1	S		C-3			5.5
2006	9	269	5	Cenrich	Namb	4	1	S		Legume			5.4
2006	9	270	5	Cenrich	Namb	16	4	M					5.9
2006	9	271	5	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			4.5
2006	9	272	5	Cenrich	Namb	16	4	M					6.3
2006	9	273	5	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			6
2006	9	274	5	Cenrich	Namb	9	3	M					6.2
2006	9	275	5	Cenrich	Nenrich	16	4	M					6.1
2006	9	276	5	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			5.3
2006	9	277	5	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			5.7
2006	9	278	5	Cenrich	Namb	9	4	M					6.2
2006	9	279	5	Cenrich	Namb	1	1	M	Amorpha canescens	Legume			4.8
2006	9	280	5	Cenrich	Nenrich	9	4	M					6.2
2006	9	281	5	Cenrich	Namb	4	4	M					5.9
2006	9	282	5	Cenrich	Nenrich	9	4	M					5.5
2006	9	283	5	Cenrich	Namb	16	4	M					6.1
2006	9	284	5	Cenrich	Nenrich	0	1	M					4.6
2006	9	285	5	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			4.9
2006	9	286	5	Cenrich	Nenrich	4	4	S					5.5
2006	9	287	5	Cenrich	Nenrich	4	1	S		C-3			5.8
2006	9	288	5	Cenrich	Namb	4	4	M					6.2
2006	9	289	5	Cenrich	Namb	0	1	M					4.6
2006	9	290	5	Cenrich	Nenrich	4	3	M					5.7
2006	9	291	5	Cenrich	Namb	4	4	S					6.1
2006	9	292	5	Cenrich	Nenrich	4	4	M					6.1
2006	9	293	5	Cenrich	Nenrich	9	4	M					5.9
2006	9	294	5	Cenrich	Nenrich	9	4	M					5.6
2006	9	295	5	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			4.7
2006	9	296	5	Cenrich	Nenrich	4	1	S		Forb			4.8
2006	9	297	5	Cenrich	Namb	4	2	M					5.3
2006	9	298	5	Cenrich	Nenrich	4	1	S		Legume			5.1
2006	9	299	5	Cenrich	Namb	9	4	M					5.8
2006	9	300	5	Cenrich	Namb	9	4	M					5.3
2006	9	301	5	Cenrich	Nenrich	16	4	M					5.9
2006	9	302	5	Cenrich	Namb	4	1	S		Forb			5
2006	9	303	5	Cenrich	Namb	4	1	S		C-4			5.7
2006	9	304	5	Cenrich	Namb	1	1	M	Lespedeza capitata	Legume			4.8
2006	9	305	5	Cenrich	Namb	4	2	M					6.1
2006	9	306	6	Camb	Namb	16	4	M					6
2006	9	307	6	Camb	Nenrich	16	4	M					6.3
2006	9	308	6	Camb	Namb	9	4	M					5.8
2006	9	309	6	Camb	Namb	4	3	M					5.6
2006	9	310	6	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			5
2006	9	311	6	Camb	Nenrich	16	4	M					5.8
2006	9	312	6	Camb	Namb	9	4	M					5.8
2006	9	313	6	Camb	Namb	4	1	S		Forb			5.1
2006	9	314	6	Camb	Namb	1	1	M	Solidago rigida	Forb			5.4
2006	9	315	6	Camb	Namb	4	1	S		C-4			6
2006	9	316	6	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			4.7
2006	9	317	6	Camb	Nenrich	4	2	M					6
2006	9	318	6	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			4.7
2006	9	319	6	Camb	Nenrich	4	3	M					6.1
2006	9	320	6	Camb	Namb	9	4	M					5.6
2006	9	321	6	Camb	Nenrich	16	4	M					5.8
2006	9	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume			4.4
2006	9	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			5.3
2006	9	324	6	Camb	Nenrich	9	4	M					5.4
2006	9	325	6	Camb	Namb	4	3	M					5.7
2006	9	326	6	Camb	Nenrich	4	4	S					5.7
2006	9	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			4.7
2006	9	328	6	Camb	Nenrich	4	3	M					6.1
2006	9	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			5.1
2006	9	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume			4.7
2006	9	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			5.1
2006	9	332	6	Camb	Namb	4	4	M					5.1
2006	9	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3			5.4
2006	9	334	6	Camb	Namb	4	3	M					5.2
2006	9	335	6	Camb	Nenrich	9	4	M					5.9
2006	9	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3			5.5
2006	9	337	6	Camb	Namb	4	2	S					5.1
2006	9	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb			5.5
2006	9	339	6	Camb	Namb	1	1	M	Achillea millefolium	Forb			5.3
2006	9	340	6	Camb	Nenrich	4	1	S		C-3			5
2006	9	341	6	Camb	Nenrich	9	4	M					5.1
2006	9	342	6	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb			4.5
2006	9	343	6	Camb	Namb	1	1	M	Andropogon gerardi	C-4			5.6
2006	9	344	6	Camb	Namb	16	4	M					6.7
2006	9	345	6	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4			5.5
2006	9	346	6	Camb	Namb	4	4	M					5.6
2006	9	347	6	Camb	Namb	1	1	M	Petalostemum villosum	Legume			5
2006	9	348	6	Camb	Nenrich	4	1	S		C-4			5.2
2006	9	349	6	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			4.8
2006	9	350	6	Camb	Nenrich	4	1	S		Legume			4.7
2006	9	351	6	Camb	Nenrich	4	1	S		Forb			4.8
2006	9	352	6	Camb	Nenrich	1	1	M	Bromus inermis	C-3			5.4
2006	9	353	6	Camb	Nenrich	4	3	M					5.3
2006	9	354	6	Camb	Nenrich	16	4	M					6.3
2006	9	355	6	Camb	Namb	16	4	M					5.8
2006	9	356	6	Camb	Namb	9	4	M					5.6
2006	9	357	6	Camb	Nenrich	9	4	M					4.9
2006	9	358	6	Camb	Namb	16	4	M					5.1
2006	9	359	6	Camb	Namb	4	4	S					5.2
2006	9	360	6	Camb	Nenrich	9	4	M					5.6
2006	9	361	6	Camb	Namb	9	4	M					5.6
2006	9	362	6	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.4
2006	9	363	6	Camb	Namb	4	1	S		Legume			4.9
2006	9	364	6	Camb	Namb	4	1	S		C-3			5.1
2006	9	365	6	Camb	Nenrich	4	2	M					5
2006	9	366	6	Camb	Nenrich	1	1	M	Achillea millefolium	Forb			4.5
2006	9	367	2	Camb	Namb	0	1	M					4.8
2006	9	368	3	Cenrich	Nenrich	0	1	M					4.2
2006	9	369	4	Camb	Nenrich	0	1	M					4.9
2006	9	370	6	Camb	Namb	0	1	M					4.3
2006	9	371	6	Camb	Nenrich	0	1	M					4.3
2007	10	1	1	Cenrich	Namb	4	2	M					6
2007	10	2	1	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4			6
2007	10	3	1	Cenrich	Nenrich	4	1	S		Legume			5.2
2007	10	4	1	Cenrich	Namb	4	3	M					6
2007	10	5	1	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb			5.8
2007	10	6	1	Cenrich	Namb	4	1	S		C-4			6
2007	10	7	1	Cenrich	Namb	9	4	M			H2Oneg		6.4
2007	10	8	1	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.5
2007	10	9	1	Cenrich	Namb	4	1	S		C-3			6.1
2007	10	10	1	Cenrich	Nenrich	4	3	M					5.9
2007	10	11	1	Cenrich	Nenrich	9	4	M			H2Oamb		6.7
2007	10	12	1	Cenrich	Nenrich	9	4	M					6
2007	10	13	1	Cenrich	Nenrich	16	4	M					6.4
2007	10	14	1	Cenrich	Namb	4	4	S					6.6
2007	10	15	1	Cenrich	Namb	4	3	M					6.7
2007	10	16	1	Cenrich	Namb	9	4	M					6.9
2007	10	17	1	Cenrich	Namb	9	4	M			H2Oneg		6.7
2007	10	18	1	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			4.9
2007	10	19	1	Cenrich	Namb	4	3	M					6.1
2007	10	20	1	Cenrich	Nenrich	4	1	S		Forb			6.2
2007	10	21	1	Cenrich	Nenrich	9	4	M			H2Oamb		6.1
2007	10	22	1	Cenrich	Nenrich	1	1	M	Bromus inermis	C-3			5.6
2007	10	23	1	Cenrich	Namb	16	4	M					6.8
2007	10	24	1	Cenrich	Namb	1	1	M	Agropyron repens	C-3			5.9
2007	10	25	1	Cenrich	Nenrich	0	1	M					5.1
2007	10	26	1	Cenrich	Namb	9	4	M			H2Oamb		6.5
2007	10	27	1	Cenrich	Namb	4	1	S		Forb			6.1
2007	10	28	1	Cenrich	Namb	4	2	M					6.2
2007	10	29	1	Cenrich	Nenrich	4	2	M					6.1
2007	10	30	1	Cenrich	Nenrich	16	4	M					6.2
2007	10	31	1	Cenrich	Nenrich	1	1	M	Asclepias tuberosa	Forb			5
2007	10	32	1	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4			6.1
2007	10	33	1	Cenrich	Namb	16	4	M					6.5
2007	10	34	1	Cenrich	Nenrich	9	4	M			H2Oneg		6.4
2007	10	35	1	Cenrich	Namb	1	1	M	Lespedeza capitata	Legume			5.5
2007	10	36	1	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			5.8
2007	10	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			5.3
2007	10	38	1	Cenrich	Nenrich	4	2	M					6.5
2007	10	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3			6
2007	10	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3			6.1
2007	10	41	1	Cenrich	Nenrich	4	1	S		C-3			5.8
2007	10	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb			6.3
2007	10	43	1	Cenrich	Nenrich	16	4	M					6.4
2007	10	44	1	Cenrich	Nenrich	4	3	M					6.8
2007	10	45	1	Cenrich	Namb	16	4	M					6.5
2007	10	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			5.7
2007	10	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			5.8
2007	10	48	1	Cenrich	Namb	9	4	M			H2Oamb		6.7
2007	10	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			6
2007	10	50	1	Cenrich	Nenrich	9	4	M			H2Oneg		6.3
2007	10	51	1	Cenrich	Namb	16	4	M					6.6
2007	10	52	1	Cenrich	Nenrich	16	4	M					6.1
2007	10	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			6.3
2007	10	54	1	Cenrich	Nenrich	4	1	S		C-4			6.4
2007	10	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			6.1
2007	10	56	1	Cenrich	Namb	4	1	S		Legume			6.6
2007	10	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			6
2007	10	58	1	Cenrich	Nenrich	4	3	M					6.7
2007	10	59	1	Cenrich	Nenrich	4	4	S					7.1
2007	10	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			5.5
2007	10	61	1	Cenrich	Namb	0	1	M					5.1
2007	10	62	2	Camb	Namb	4	4	S					6.2
2007	10	63	2	Camb	Namb	4	3	M					6.2
2007	10	64	2	Camb	Nenrich	16	4	M					6.1
2007	10	65	2	Camb	Nenrich	9	4	M					5.8
2007	10	66	2	Camb	Nenrich	9	4	M			H2Oneg		5.9
2007	10	67	2	Camb	Namb	16	4	M					6.2
2007	10	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			4.6
2007	10	69	2	Camb	Namb	16	4	M					6
2007	10	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4			5.2
2007	10	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.2
2007	10	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			4.8
2007	10	73	2	Camb	Nenrich	0	1	M					4.4
2007	10	74	2	Camb	Nenrich	4	1	S		Legume			4.9
2007	10	75	2	Camb	Nenrich	4	3	M					6.1
2007	10	76	2	Camb	Nenrich	4	1	S		C-4			5.6
2007	10	77	2	Camb	Namb	1	1	M	Anemone cylindrica	Forb			5.1
2007	10	78	2	Camb	Namb	4	2	M					6.1
2007	10	79	2	Camb	Nenrich	4	3	M					5.4
2007	10	80	2	Camb	Namb	4	1	S		C-3			5.6
2007	10	81	2	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.6
2007	10	82	2	Camb	Namb	4	3	M					5.9
2007	10	83	2	Camb	Namb	9	4	M			H2Oamb		6.3
2007	10	84	2	Camb	Nenrich	9	4	M			H2Oamb		6.6
2007	10	85	2	Camb	Nenrich	4	2	S					5.7
2007	10	86	2	Camb	Nenrich	4	3	M					5.7
2007	10	87	2	Camb	Namb	9	4	M			H2Oneg		6.9
2007	10	88	2	Camb	Nenrich	4	4	S					5.3
2007	10	89	2	Camb	Namb	4	1	S		Forb			6
2007	10	90	2	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			5.9
2007	10	91	2	Camb	Nenrich	4	3	M					6.4
2007	10	92	2	Camb	Namb	9	4	M			H2Oneg		6.1
2007	10	93	2	Camb	Namb	4	1	S		Legume			5.1
2007	10	94	2	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb			4.4
2007	10	95	2	Camb	Nenrich	4	1	S		Forb			5.3
2007	10	96	2	Camb	Nenrich	1	1	M	Lupinus perennis	Legume			4.6
2007	10	97	2	Camb	Nenrich	9	4	M					5.8
2007	10	98	2	Camb	Nenrich	4	1	S		C-3			5.5
2007	10	99	2	Camb	Nenrich	1	1	M	Solidago rigida	Forb			6.2
2007	10	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume			5.4
2007	10	101	2	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			5.3
2007	10	102	2	Camb	Namb	1	1	M	Petalostemum villosum	Legume			5.1
2007	10	103	2	Camb	Nenrich	1	1	M	Bromus inermis	C-3			5.2
2007	10	104	2	Camb	Namb	16	4	M					6.2
2007	10	105	2	Camb	Namb	4	1	S		C-4			5.8
2007	10	106	2	Camb	Namb	9	4	M			H2Oamb		6.4
2007	10	107	2	Camb	Namb	16	4	M					6.5
2007	10	108	2	Camb	Nenrich	16	4	M					6.2
2007	10	109	2	Camb	Namb	1	1	M	Bromus inermis	C-3			5.9
2007	10	110	2	Camb	Nenrich	16	4	M					6
2007	10	111	2	Camb	Namb	1	1	M	Agropyron repens	C-3			5.5
2007	10	112	2	Camb	Nenrich	1	1	M	Agropyron repens	C-3			5.4
2007	10	113	2	Camb	Nenrich	1	1	M	Poa pratensis	C-3			5.2
2007	10	114	2	Camb	Nenrich	4	3	M					5.5
2007	10	115	2	Camb	Namb	1	1	M	Poa pratensis	C-3			5.7
2007	10	116	2	Camb	Namb	1	1	M	Lespedeza capitata	Legume			5.2
2007	10	117	2	Camb	Nenrich	9	3	M			H2Oneg		5.5
2007	10	118	2	Camb	Nenrich	16	4	M					5.6
2007	10	119	2	Camb	Namb	9	4	M			H2Oamb		6.2
2007	10	120	2	Camb	Namb	4	3	M					6
2007	10	121	2	Camb	Namb	4	2	M					5.9
2007	10	122	2	Camb	Namb	1	1	M	Koeleria cristata	C-3			5.7
2007	10	123	3	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.3
2007	10	124	3	Cenrich	Nenrich	4	1	S		C-4			5.4
2007	10	125	3	Cenrich	Nenrich	4	2	M					5.9
2007	10	126	3	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			5.7
2007	10	127	3	Cenrich	Nenrich	4	2	M					5.5
2007	10	128	3	Cenrich	Namb	9	4	M			H2Oamb		6.4
2007	10	129	3	Cenrich	Namb	4	3	M					5.8
2007	10	130	3	Cenrich	Nenrich	16	4	M					5.7
2007	10	131	3	Cenrich	Namb	9	4	M			H2Oneg		6
2007	10	132	3	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.3
2007	10	133	3	Cenrich	Namb	9	4	M			H2Oamb		6.2
2007	10	134	3	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			5.6
2007	10	135	3	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			5.6
2007	10	136	3	Cenrich	Nenrich	4	1	S		Forb			5.5
2007	10	137	3	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			4.9
2007	10	138	3	Cenrich	Namb	1	1	M	Poa pratensis	C-3			5.4
2007	10	139	3	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			5
2007	10	140	3	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			5.8
2007	10	141	3	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			5.9
2007	10	142	3	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			4.9
2007	10	143	3	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			6.4
2007	10	144	3	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			5.4
2007	10	145	3	Cenrich	Namb	1	1	M	Agropyron repens	C-3			5.5
2007	10	146	3	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			5.2
2007	10	147	3	Cenrich	Namb	16	4	M					6.3
2007	10	148	3	Cenrich	Namb	4	3	M					6
2007	10	149	3	Cenrich	Nenrich	9	4	M			H2Oneg		6.9
2007	10	150	3	Cenrich	Namb	4	1	S		Legume			6.3
2007	10	151	3	Cenrich	Nenrich	16	4	M					6.1
2007	10	152	3	Cenrich	Namb	4	1	S		C-4			5.8
2007	10	153	3	Cenrich	Namb	1	1	M	Solidago rigida	Forb			5.9
2007	10	154	3	Cenrich	Nenrich	4	4	S					6
2007	10	155	3	Cenrich	Namb	4	4	S					6
2007	10	156	3	Cenrich	Namb	4	2	M					6.5
2007	10	157	3	Cenrich	Namb	4	1	S		C-3			5.8
2007	10	158	3	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			5.2
2007	10	159	3	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			6.2
