"","bibkey","author","journal","year","vol","num","pages","title","doi"
"302","WOS302","Roscher, Christiane; Scherer-Lorenzen, Michael; Schumacher, Jens; Temperton, Vicky M.; Buchmann, Nina; Schulze, Ernst-Detlef","Perspectives in Plant Ecology, Evolution and Systematics",2011,"13","1","1--13","Plant resource-use characteristics as predictors for species contribution to community biomass in experimental grasslands","10.1016/j.ppees.2010.11.001"
"303","WOS303","McLenaghan, Natalie A.; Tyler, Anna C.; Mahl, Ursula H.; Howarth, Robert W.; Marino, Roxanne M.","Marine Ecology Progress Series",2011,"426",NA,"171--184","Benthic macroinvertebrate functional diversity regulates nutrient and algal dynamics in a shallow estuary","10.3354/meps09029"
"304","WOS304","Lipowsky, Annett; Schmid, Bernhard; Roscher, Christiane","Basic and Applied Ecology",2011,"12","4","360--371","Selection for monoculture and mixture genotypes in a biodiversity experiment","10.1016/j.baae.2011.03.005"
"305","WOS305","Letourneau, Deborah K.; Armbrecht, Inge; Rivera, Beatriz Salguero; Lerma, James Montoya; Carmona, Elizabeth Jiménez; Daza, Martha Constanza; Escobar, Selene; Galindo, Víctor; Gutiérrez, Catalina; López, Sebastián D.; Mejía, Jessica L.; Rangel, Aleyda M. A.; Rangel, Janine H.; Rivera, Leonardo; Saavedra, Carlos A.; Torres, Alba Marina; Trujillo, Aldemar R.","Ecological Applications",2011,"21","1","9--21","Does plant diversity benefit agroecosystems? A synthetic review","10.1890/09-2026.1"
"306","WOS306","Haddad, Nick M.; Crutsinger, Gregory M.; Gross, Kevin; Haarstad, John; Tilman, David","Ecology Letters",2011,"14","1","42--46","Plant diversity and the stability of foodwebs","10.1111/j.1461-0248.2010.01548.x"
"307","WOS307","Hamerlynck, Olivier; Duvail, Stéphanie; Vandepitte, Leen; Kindinda, Kassim; Nyingi, Dorothy W.; Paul, Jean-Luc; Yanda, Pius Z.; Mwakalinga, Aggrey B.; Mgaya, Yunus D.; Snoeks, Jos","Hydrological Sciences Journal",2011,"56","8","1436--1451","To connect or not to connect? Floods, fisheries and livelihoods in the Lower Rufiji floodplain lakes, Tanzania","10.1080/02626667.2011.630002"
"308","WOS308","Boström, Sven; Sohlenius, Björn; Viketoft, Maria","Nematology",2011,"13","1","115--131","Effects of plant species and plant diversity on soil nematodes - a field experiment on grassland run for seven years","10.1163/138855410X520945"
"309","WOS309","Antoninka, Anita; Reich, Peter B.; Johnson, Nancy C.","New Phytologist",2011,"192","1","200--214","Seven years of carbon dioxide enrichment, nitrogen fertilization and plant diversity influence arbuscular mycorrhizal fungi in a grassland ecosystem","10.1111/j.1469-8137.2011.03776.x"
"310","WOS310","Snapp, Sieglinde S.; Blackie, Malcom J.; Gilbert, Robert A.; Bezner-Kerr, Rachel; Kanyama-Phiri, George Y.","Proceedings of the National Academy of Sciences",2010,"107","48","20840--20845","Biodiversity can support a greener revolution in Africa","10.1073/pnas.1007199107"
"311","WOS311","Berger, Andres; McDonald, Andrew; Riha, Susan","Field Crops Research",2010,"119","2-3","314--321","A coupled view of above and below-ground resource capture explains different weed impacts on soil water depletion and crop water productivity in maize","10.1016/j.fcr.2010.07.023"
"312","WOS312","Wimp, Gina M.; Murphy, Shannon M.; Finke, Deborah L.; Huberty, Andrea F.; Denno, Robert F.","Ecology",2010,"91","11","3303--3311","Increased primary production shifts the structure and composition of a terrestrial arthropod community","10.1890/09-1291.1"
"313","WOS313","Constantin, J.; Mary, B.; Laurent, F.; Aubrion, G.; Fontaine, A.; Kerveillant, P.; Beaudoin, N.","Agriculture, Ecosystems & Environment",2010,"135","4","268--278","Effects of catch crops, no till and reduced nitrogen fertilization on nitrogen leaching and balance in three long-term experiments","10.1016/j.agee.2009.10.005"
"314","WOS314","Malchair, S.; De Boeck, H.J.; Lemmens, C.M.H.M.; Merckx, R.; Nijs, I.; Ceulemans, R.; Carnol, M.","Soil Biology and Biochemistry",2010,"42","11","1944--1951","Do climate warming and plant species richness affect potential nitrification, basal respiration and ammonia-oxidizing bacteria in experimental grasslands?","10.1016/j.soilbio.2010.07.006"
"315","WOS315","Zhu, Si-Xi; Ge, Han-Liang; Ge, Ying; Cao, Hai-Qin; Liu, Dong; Chang, Jie; Zhang, Chong-Bang; Gu, Bao-Jing; Chang, Scott-X","Ecological Engineering",2010,"36","10","1307--1313","Effects of plant diversity on biomass production and substrate nitrogen in a subsurface vertical flow constructed wetland","10.1016/j.ecoleng.2010.06.007"
"316","WOS316","Brown, M. W.; Mathews, Clarissa R.; Krawczyk, Greg","Journal of Economic Entomology",2010,"103","5","1657--1664","Extrafloral Nectar in an Apple Ecosystem to Enhance Biological Control","10.1603/EC10019"
"317","WOS317","Zeugin, F.; Potvin, C.; Jansa, J.; Scherer-Lorenzen, M.","Forest Ecology and Management",2010,"260","9","1424--1433","Is tree diversity an important driver for phosphorus and nitrogen acquisition of a young tropical plantation?","10.1016/j.foreco.2010.07.020"
"318","WOS318","Nagase, Ayako; Dunnett, Nigel","Landscape and Urban Planning",2010,"97","4","318--327","Drought tolerance in different vegetation types for extensive green roofs: Effects of watering and diversity","10.1016/j.landurbplan.2010.07.005"
"319","WOS319","Dzialowski, Andrew R.","Hydrobiologia",2010,"652","1","139--148","Experimental effect of consumer identity on the invasion success of a non-native cladoceran","10.1007/s10750-010-0326-4"
"320","WOS320","Mommer, Liesje; van Ruijven, Jasper; de Caluwe, Hannie; Smit-Tiekstra, Annemiek E.; Wagemaker, Cornelis A M; Joop Ouborg, N.; Bögemann, Gerard M.; van der Weerden, Gerard M.; Berendse, Frank; de Kroon, Hans","Journal of Ecology",2010,"98","5","1117--1127","Unveiling below-ground species abundance in a biodiversity experiment: A test of vertical niche differentiation among grassland species","10.1111/j.1365-2745.2010.01702.x"
"321","WOS321","Snapp, Sieglinde S.; Gentry, Lowell E.; Harwood, Richard","Agriculture, Ecosystems & Environment",2010,"138","3-4","242--248","Management intensity - not biodiversity - the driver of ecosystem services in a long-term row crop experiment","10.1016/j.agee.2010.05.005"
"322","WOS322","Fridley, Jason D.; Grime, J Philip","Ecology",2010,"91","8","2272--2283","Community and ecosystem effects of intraspecific genetic diversity in grassland microcosms of varying species diversity","10.1890/09-1240.1"
"323","WOS323","van Eekeren, Nick; Bos, Merijn; de Wit, Jan; Keidel, Harm; Bloem, Jaap","Applied Soil Ecology",2010,"45","3","275--283","Effect of individual grass species and grass species mixtures on soil quality as related to root biomass and grass yield","10.1016/j.apsoil.2010.05.003"
"324","WOS324","Matthiessen, Birte; Mielke, Erik; Sommer, Ulrich","Ecology",2010,"91","7","2022--2033","Dispersal decreases diversity in heterogeneous metacommunities by enhancing regional competition","10.1890/09-1395.1"
"325","WOS325","Scherber, Christoph; Heimann, Juliane; Köhler, Günter; Mitschunas, Nadine; Weisser, Wolfgang W.","Oecologia",2010,"163","3","707--717","Functional identity versus species richness: herbivory resistance in plant communities","10.1007/s00442-010-1625-1"
"326","WOS326","Dias, André Tavares Corrêa; van Ruijven, Jasper; Berendse, Frank","Oecologia",2010,"163","3","805--813","Plant species richness regulates soil respiration through changes in productivity","10.1007/s00442-010-1569-5"
"327","WOS327","Dijkstra, Feike A.; Morgan, Jack A.; Blumenthal, Dana; Follett, Ronald F.","Soil Biology and Biochemistry",2010,"42","7","1073--1082","Water limitation and plant inter-specific competition reduce rhizosphere-induced C decomposition and plant N uptake","10.1016/j.soilbio.2010.02.026"
"328","WOS328","Nitschke, Norma; Ebeling, Anne; Rottstock, Tanja; Scherber, Christoph; Middelhoff, Cornelius; Creutzburg, Sylvia; Weigelt, Alexandra; Tscharntke, Teja; Fischer, Markus; Weisser, Wolfgang W.","Journal of Plant Ecology",2010,"3","2","109--121","Time course of plant diversity effects on Centaurea jacea establishment and the role of competition and herbivory","10.1093/jpe/rtp036"
"329","WOS329","Bishop, Melanie J.; Coleman, Melinda A.; Kelaher, Brendan P.","Oecologia",2010,"163","2","517--525","Cross-habitat impacts of species decline: Response of estuarine sediment communities to changing detrital resources","10.1007/s00442-009-1555-y"
"330","WOS330","Lamošová, Tereza; Doležal, Jirí; Lanta, Vojtech; Lepš, Jan","Acta Oecologica",2010,"36","3","325--332","Spatial pattern affects diversity-productivity relationships in experimental meadow communities","10.1016/j.actao.2010.02.005"
"331","WOS331","Parker, John D.; Salminen, Juha-Pekka; Agrawal, Anurag A.","Ecology Letters",2010,"13","5","553--563","Herbivory enhances positive effects of plant genotypic diversity","10.1111/j.1461-0248.2010.01452.x"
"332","WOS332","DeHaan, Lee R.; Weisberg, Sanford; Tilman, David; Fornara, Dario","Agriculture, Ecosystems & Environment",2010,"137","1-2","33--38","Agricultural and biofuel implications of a species diversity experiment with native perennial grassland plants","10.1016/j.agee.2009.10.017"
"333","WOS333","Vellend, Mark; Drummond, Emily B. M.; Tomimatsu, Hiroshi","Oecologia",2010,"162","2","371--381","Effects of genotype identity and diversity on the invasiveness and invasibility of plant populations","10.1007/s00442-009-1480-0"
"334","WOS334","Ladygina, Natalia; Hedlund, Katarina","Soil Biology and Biochemistry",2010,"42","2","162--168","Plant species influence microbial diversity and carbon allocation in the rhizosphere","10.1016/j.soilbio.2009.10.009"
"335","WOS335","Jiang, Dan; Huang, Lingfeng; Lin, Shiquan; Li, Yinxin","Allelopathy Journal",2010,"25","1","163--172","Allelopathic effects of euhalophyte Salicornia bigelovii on marine alga Skeletonema costatum",NA
"336","WOS336","Sanderson, Matt A.","Basic and Applied Ecology",2010,"11","3","216--224","Stability of production and plant species diversity in managed grasslands: A retrospective study","10.1016/j.baae.2009.08.002"
"337","WOS337","Schmidtke, Andrea; Gaedke, Ursula; Weithoff, Guntram","Ecology",2010,"91","1","212--221","A mechanistic basis for underyielding in phytoplankton communities","10.1890/08-2370.1"
"338","WOS338","Stefani, F. O.P.; Hamelin, R. C.","Environmental Reviews",2010,"18","NA","441--475","Current state of genetically modified plant impact on target and non-target fungi","10.1139/A10-022"
"339","WOS339","Kotowska, Agnieszka M.; Cahill Jr, James F.; Keddie, B. Andrew","Journal of Ecology",2010,"98","1","237--245","Plant genetic diversity yields increased plant productivity and herbivore performance","10.1111/j.1365-2745.2009.01606.x"
"340","WOS340","Griffin, John N.; Noël, Laure M.-L. J.; Crowe, Tasman P.; Burrows, Michael T.; Hawkins, Stephen J.; Thompson, Richard C.; Jenkins, Stuart R.","Marine Ecology Progress Series",2010,"420",NA,"45--56","Consumer effects on ecosystem functioning in rock pools: roles of species richness and composition","10.3354/meps08844"
"341","WOS341","Hughes, A. Randall; Best, Rebecca J.; Stachowicz, John J.","Marine Ecology Progress Series",2010,"403",NA,"43--51","Genotypic diversity and grazer identity interactively influence seagrass and grazer biomass","10.3354/meps08506"
"342","WOS342","Moran, Emma R.; Reynolds, Pamela L.; Ladwig, Laura M.; O'Connor, Mary I.; Long, Zachary T.; Bruno, John F.","Marine Ecology Progress Series",2010,"400",NA,"277--282","Predation intensity is negatively related to plant species richness in a benthic marine community","10.3354/meps08406"
"343","WOS343","Oelmann, Yvonne; Potvin, Catherine; Mark, Timo; Werther, Lisa; Tapernon, Simone; Wilcke, Wolfgang","Plant and Soil",2010,"326","1-2","199--212","Tree mixture effects on aboveground nutrient pools of trees in an experimental plantation in Panama","10.1007/s11104-009-9997-x"
"344","WOS344","Hosseinf, Seyed Mohsen; Raouhi-Moghaddam, Einollah; Ebrahimi, Ezzatollah; Rahmani, Ahmad; Tabari, Masoud","Polish Journal of Ecology",2010,"58","1","41--54","Growth and nutrition of restored Quercus castaneifolia C.A. Mey. Versus native celtis australis L. Tree species: Conservation perspectives of hyrcanian forest (Iran)",NA
"345","WOS345","Slawinski, Jaroslaw; Golabek, Elzbieta","Proceedings of Ecopole, Vol 4, No 1",2010,"4","1","73--77","Influence of farming systems on the number and biodiversity of weed seeds in a soil bank",NA
"346","WOS346","Young, Stephen L.; Barney, Jacob N.; Kyser, Guy B.; Jones, Tracy S.; DiTomaso, Joseph M.","Restoration Ecology",2009,"17","6","884--892","Functionally Similar Species Confer Greater Resistance to Invasion: Implications for Grassland Restoration","10.1111/j.1526-100X.2008.00448.x"
"347","WOS347","Griffin, John N.; Jenkins, Stuart R.; Gamfeldt, Lars; Jones, Douglas; Hawkins, Stephen J.; Thompson, Richard C.","Oikos",2009,"118","9","1335--1342","Spatial heterogeneity increases the importance of species richness for an ecosystem process","10.1111/j.1600-0706.2009.17572.x"
"348","WOS348","Zhang, Jia-en; Xu, Rongbao; Chen, Xin; Quan, Guoming","Weed Biology and Management",2009,"9","3","250--257","Effects of duck activities on a weed community under a transplanted rice-duck farming system in southern China","10.1111/j.1445-6664.2009.00346.x"
"349","WOS349","Isbell, Forest I.; Polley, H.Wayne; Wilsey, Brian J.","Ecology",2009,"90","7","1821--1830","Species interaction mechanisms maintain grassland plant species diversity","10.1890/08-0514.1"
"350","WOS350","Marquard, Elisabeth; Weigelt, Alexandra; Roscher, Christiane; Gubsch, Marlén; Lipowsky, Annett; Schmid, Bernhard","Journal of Ecology",2009,"97","4","696--704","Positive biodiversity-productivity relationship due to increased plant density","10.1111/j.1365-2745.2009.01521.x"
"351","WOS351","McKie, Brendan G.; Schindler, Markus; Gessner, Mark O.; Malmqvist, Björn","Oecologia",2009,"160","4","757--770","Placing biodiversity and ecosystem functioning in context: environmental perturbations and the effects of species richness in a stream field experiment","10.1007/s00442-009-1336-7"
"352","WOS352","Daneshgar, Pedram; Jose, Shibu","Biological Invasions",2009,"11","6","1431--1440","Role of species identity in plant invasions: experimental test using Imperata cylindrica","10.1007/s10530-008-9351-x"
"353","WOS353","Bessler, Holger; Temperton, Vicky M.; Roscher, Christiane; Buchmann, Nina; Schulze, Ernst-detlef; Weisser, Wolfgang W.; Engels, Christof","Ecology",2009,"90","6","1520--1530","Aboveground Overyielding in Grassland Mixtures Is Associated with Reduced Biomass Partitioning to Belowground Organs Published by : Ecological Society of America Linked references are available on JSTOR for this article : Your use of the JSTOR archive ind","10.1890/08-0867.1"
"354","WOS354","Nyfeler, Daniel; Huguenin-Elie, Olivier; Suter, Matthias; Frossard, Emmanuel; Connolly, John; Lüscher, Andreas","Journal of Applied Ecology",2009,"46","3","683--691","Strong mixture effects among four species in fertilized agricultural grassland led to persistent and consistent transgressive overyielding","10.1111/j.1365-2664.2009.01653.x"
"355","WOS355","Wacker, Luca; Baudois, Oksana; Eichenberger-Glinz, Susann; Schmid, Bernhard","Journal of Plant Ecology",2009,"2","2","95--106","Effects of plant species richness on stand structure and productivity","10.1093/jpe/rtp010"
"356","WOS356","Ball, Becky A.; Bradford, Mark A.; Coleman, Dave C.; Hunter, Mark D.","Soil Biology and Biochemistry",2009,"41","6","1155--1163","Linkages between below and aboveground communities: Decomposer responses to simulated tree species loss are largely additive","10.1016/j.soilbio.2009.02.025"
"357","WOS357","Chifflot, Vincent; Rivest, David; Olivier, Alain; Cogliastro, Alain; Khasa, Damase","Agriculture, Ecosystems & Environment",2009,"131","1-2","32--39","Molecular analysis of arbuscular mycorrhizal community structure and spores distribution in tree-based intercropping and forest systems","10.1016/j.agee.2008.11.010"
"358","WOS358","Wilsey, Brian J.; Teaschner, Terri B.; Daneshgar, Pedram P.; Isbell, Forest I.; Polley, H. Wayne","Ecology Letters",2009,"12","5","432--442","Biodiversity maintenance mechanisms differ between native and novel exotic-dominated communities","10.1111/j.1461-0248.2009.01298.x"
"359","WOS359","Frankow-Lindberg, B. E.; Brophy, C.; Collins, R. P.; Connolly, J.","Annals of Botany",2009,"103","6","913--921","Biodiversity effects on yield and unsown species invasion in a temperate forage ecosystem","10.1093/aob/mcp008"
"360","WOS360","Togni, Pedro H. B.; Frizzas, Marina R.; de Medeiros, Maria A.; Nakasu, Erich Y. T.; Pires, Carmem S. S.; Sujii, Edison R.","Horticultura Brasileira",2009,"27","2","183--188","Din{\^{a}}mica populacional de Bemisia tabaci biótipo B em tomate monocultivo e consorciado com coentro sob cultivo org{\^{a}}nico e convencional","10.1590/S0102-05362009000200011"
"361","WOS361","Valdivia, Nelson; de la Haye, Kate L.; Jenkins, Stuart R.; Kimmance, Susan A.; Thompson, Richard C.; Molis, Markus","Journal of Sea Research",2009,"61","4","216--221","Functional composition, but not richness, affected the performance of sessile suspension-feeding assemblages","10.1016/j.seares.2008.12.001"
"362","WOS362","Assaf, Taher A.; Isselstein, Johannes","Crop Science",2009,"49","2","714--721","Evaluation of dandelion as a potential forage species in mixed-species swards","10.2135/cropsci2008.03.0179"
"363","WOS363","Wacker, Luca; Baudois, Oksana; Eichenberger-Glinz, Susann; Schmid, Bernhard","Ecology",2009,"90","3","637--648","Diversity effects in early- and mid-successional species pools along a nitrogen gradient","10.1890/07-1946.1"
"364","WOS364","dos Santos, Giovanni A. P.; Derycke, Sofie; Genevois, Verônica G. F.; Coelho, Luana C. B. B.; Correia, Maria T. S.; Moens, Tom","Marine Biology",2009,"156","4","629--640","Interactions among bacterial-feeding nematode species at different levels of food availability","10.1007/s00227-008-1114-9"
"365","WOS365","Fornara, D. A.; Tilman, D.","Ecology",2009,"90","2","408--418","Ecological mechanisms associated with the positive diversity-productivity relationship in an N-limited grassland","10.1890/08-0325.1"
"366","WOS366","Urabe, Jotaro; Waki, Naoko","Global Change Biology",2009,"15","2","523--531","Mitigation of adverse effects of rising CO 2 on a planktonic herbivore by mixed algal diets","10.1111/j.1365-2486.2008.01720.x"
"367","WOS367","Cho, Moses; van Aardt, Jan; Main, Russell; Majeke, Bongani; Ramoelo, Abel; Mathieu, Renaud; Norris-Rogers, Mark; Plessis, Marius D.",NA,2009,"4",NA,"IV--264--IV--267","Integrating remote sensing and ancillary data for regional ecosystem assessment: Eucalyptus grandis agro-system in KwaZulu-Natal, South Africa","10.1109/IGARSS.2009.5417321"
"368","WOS368","Malézieux, E.; Crozat, Y.; Dupraz, C.; Laurans, M.; Makowski, D.; Ozier-Lafontaine, H.; Rapidel, B.; Tourdonnet, S.; Valantin-Morison, M.","Agronomy for Sustainable Development",2009,"29","1","43--62","Mixing plant species in cropping systems: concepts, tools and models. A review","10.1051/agro:2007057"
"369","WOS369","Straight, Paul D.; Kolter, Roberto","Annual Review of Microbiology",2009,"63","1","99--118","Interspecies Chemical Communication in Bacterial Development","10.1146/annurev.micro.091208.073248"
"370","WOS370","Weigelt, A.; Weisser, W. W.; Buchmann, N.; Scherer-Lorenzen, M.","Biogeosciences",2009,"6","8","1695--1706","Biodiversity for multifunctional grasslands: equal productivity in high-diversity low-input and low-diversity high-input systems","10.5194/bg-6-1695-2009"
"371","WOS371","Connolly, J.; Finn, J. A.; Black, A. D.; Kirwan, L.; Brophy, C.; Lüscher, A.","Irish Journal of Agricultural and Food Research",2009,"48","2","243--260","Effects of multi-species swards on dry matter production and the incidence of unsown species at three Irish sites","10.2307/20720371"
"372","WOS372","Salo, Tiina; Gustafsson, Camilla; Boström, Christoffer","Marine Ecology Progress Series",2009,"396",NA,"261--272","Effects of plant diversity on primary production and species interactions in brackish water angiosperm communities","10.3354/meps08325"
"373","WOS373","Godbold, Jasmin A.; Solan, Martin; Killham, Ken","Oikos",2009,"118","1","77--86","Consumer and resource diversity effects on marine macroalgal decomposition","10.1111/j.1600-0706.2008.17072.x"
"374","WOS374","Stachowicz, John J.; Graham, Michael; Bracken, Matthew E. S.; Szoboszlai, Amber I.","Ecology",2008,"89","11","3008--3019","Diversity Enhances Cover and Stability of Seaweed Assemblages: The Role of Heterogeneity and Time","10.1890/07-1873.1"
"375","WOS375","Dybzinski, Ray; Fargione, Joseph E.; Zak, Donald R.; Fornara, Dario; Tilman, David","Oecologia",2008,"158","1","85--93","Soil fertility increases with plant species diversity in a long-term biodiversity experiment","10.1007/s00442-008-1123-x"
"376","WOS376","Martina, Jason P.; von Ende, Carl N.","The American Midland Naturalist",2008,"160","2","430--437","Correlation of Soil Nutrient Characteristics and Reed Canarygrass ( Phalaris arundinacea : Poaceae ) Abundance in Northern Illinois ( USA )","10.1674/0003-0031(2008)160[430:COSNCA]2.0.CO;2"
"377","WOS377","Petermann, Jana S.; Fergus, Alexander J. F.; Turnbull, Lindsay A.; Schmid, Bernhard","Ecology",2008,"89","9","2399--2406","Janzen-Connell Effects Are Widespread and Strong Enough to Maintain Diversity in Grasslands","10.1890/07-2056.1"
"378","WOS378","Bruno, John F.; Boyer, Katharyn E.; Duffy, J. Emmett; Lee, Sarah C.","Ecology",2008,"89","9","2518--2528","Relative and Interactive Effects of Plant and Grazer Richness in a Benthic Marine Community","10.1890/07-1345.1"
"379","WOS379","Healy, Chrystal; Gotelli, Nicholas J.; Potvin, Catherine","Journal of Ecology",2008,"96","5","903--913","Partitioning the effects of biodiversity and environmental heterogeneity for productivity and mortality in a tropical tree plantation","10.1111/j.1365-2745.2008.01419.x"
"380","WOS380","Vojtech, Eva; Loreau, Michel; Yachi, Shigeo; Spehn, Eva M.; Hector, Andy","Oikos",2008,"117","9","1351--1361","Light partitioning in experimental grass communities","10.1111/j.0030-1299.2008.16700.x"
"381","WOS381","Daßler, A.; Roscher, C.; Temperton, V. M.; Schumacher, J.; Schulze, E.-D.","Plant Biology",2008,"10","5","573--587","Adaptive survival mechanisms and growth limitations of small-stature herb species across a plant diversity gradient","10.1111/j.1438-8677.2008.00073.x"
"382","WOS382","Isbell, Forest I.; Losure, David A.; Yurkonis, Kathryn A.; Wilsey, Brian J.","Oikos",2008,"117","7","996--1005","Diversity-productivity relationships in two ecologically realistic rarity-extinction scenarios","10.1111/j.0030-1299.2008.16692.x"
"383","WOS383","Douglass, James G.; Duffy, J. Emmett; Bruno, John F.","Ecology Letters",2008,"11","6","598--608","Herbivore and predator diversity interactively affect ecosystem properties in an experimental marine community","10.1111/j.1461-0248.2008.01175.x"
"384","WOS384","Schmid, Bernhard; Hector, Andy; Saha, Prasenjit; Loreau, Michel","Journal of Plant Ecology",2008,"1","2","95--102","Biodiversity effects and transgressive overyielding","10.1093/jpe/rtn011"
"385","WOS385","Niu, S.; Wan, S.","Journal of Plant Ecology",2008,"1","2","103--110","Warming changes plant competitive hierarchy in a temperate steppe in northern China","10.1093/jpe/rtn003"
"386","WOS386","Vehviläinen, Harri; Koricheva, Julia; Ruohomäki, Kai","Oikos",2008,"117","6","935--943","Effects of stand tree species composition and diversity on abundance of predatory arthropods","10.1111/j.0030-1299.2008.15972.x"
"387","WOS387","Mozdzer, Thomas J.; Hutto, Curtis J.; Clarke, Paul A.; Field, Dorothy P.","Restoration Ecology",2008,"16","2","221--224","Efficacy of Imazapyr and Glyphosate in the Control of Non-Native Phragmites australis","10.1111/j.1526-100X.2008.00386.x"
"388","WOS388","Roscher, Christiane; Thein, Susanne; Schmid, Bernhard; Scherer-Lorenzen, Michael","Journal of Ecology",2008,"96","3","477--488","Complementary nitrogen use among potentially dominant species in a biodiversity experiment varies between two years","10.1111/j.1365-2745.2008.01353.x"
"389","WOS389","Unsicker, Sybille B.; Oswald, Anett; Köhler, Günter; Weisser, Wolfgang W.","Oecologia",2008,"156","2","313--324","Complementarity effects through dietary mixing enhance the performance of a generalist insect herbivore","10.1007/s00442-008-0973-6"
"390","WOS390","Verheyen, Kris; Bulteel, Hugo; Palmborg, Cecilia; Olivié, Bert; Nijs, Ivan; Raes, Dirk; Muys, Bart","Oecologia",2008,"156","2","351--361","Can complementarity in water use help to explain diversity-productivity relationships in experimental grassland plots?","10.1007/s00442-008-0998-x"
"391","WOS391","Smith, Richard G.; Gross, Katherine L.; Robertson, G. Philip","Ecosystems",2008,"11","3","355--366","Effects of Crop Diversity on Agroecosystem Function: Crop Yield Response","10.1007/s10021-008-9124-5"
"392","WOS392","Bishop, Melanie J.; Kelaher, Brendan P.","Oikos",2008,"117","4","531--542","Non-additive, identity-dependent effects of detrital species mixing on soft-sediment communities","10.1111/j.0030-1299.2008.16418.x"
"393","WOS393","Stamps, W. Terrell; Dailey, Thomas V.; Gruenhagen, Ned M.; Linit, Marc J.","Agriculture, Ecosystems & Environment",2008,"124","1-2","142--146","Soybean yield and resource conservation field borders","10.1016/j.agee.2007.08.004"
"394","WOS394","Potvin, Catherine; Gotelli, Nicholas J.","Ecology Letters",2008,"11","3","217--223","Biodiversity enhances individual performance but does not affect survivorship in tropical trees","10.1111/j.1461-0248.2007.01148.x"
"395","WOS395","Ball, Becky A.; Hunter, Mark D.; Kominoski, John S.; Swan, Christopher M.; Bradford, Mark A.","Journal of Ecology",2008,"96","2","303--313","Consequences of non-random species loss for decomposition dynamics: Experimental evidence for additive and non-additive effects","10.1111/j.1365-2745.2007.01346.x"
"396","WOS396","Fornara, D. A.; Tilman, D.","Journal of Ecology",2008,"96","2","314--322","Plant functional composition influences rates of soil carbon and nitrogen accumulation","10.1111/j.1365-2745.2007.01345.x"
"397","WOS397","von Felten, S.; Schmid, B.","Journal of Plant Ecology",2008,"1","1","33--41","Complementarity among species in horizontal versus vertical rooting space","10.1093/jpe/rtm006"
"398","WOS398","Crutsinger, Gregory M.; Collins, Michael D.; Fordyce, James A.; Sanders, Nathan J.","Oikos",2008,"117","2","255--264","Temporal dynamics in non-additive responses of arthropods to host-plant genotypic diversity","10.1111/j.2007.0030-1299.16276.x"
"399","WOS399","Da Silva, Rogério Ferreira; de Aquino, Adriana Maria; Mercante, Fábio Martins; Guimarães, Maria de Fátima","Acta Scientiarum. Agronomy",2008,"30","5","725--731","Macrofauna invertebrada do solo em sistema integrado de produção agropecuária no Cerrado","10.4025/actasciagron.v30i5.5974"
"400","WOS400","Wacker, L.; Baudois, O.; Eichenberger-Glinz, S.; Schmid, B.","Basic and Applied Ecology",2008,"9","5","467--474","Environmental heterogeneity increases complementarity in experimental grassland communities","10.1016/j.baae.2007.08.003"
"401","WOS401","Thein, Susanne; Roscher, Christiane; Schulze, Ernst-Detlef","Basic and Applied Ecology",2008,"9","5","475--484","Effects of trait plasticity on aboveground biomass production depend on species identity in experimental grasslands","10.1016/j.baae.2007.08.004"
"402","WOS402","Dziawolski, Andrew R.; Smith, Val H.","Freshwater Biology",2007,"53","1","148--158","Nutrient dependent effects of consumer identity and diversity on freshwater ecosystem function","10.1111/j.1365-2427.2007.01883.x"
"403","WOS403","Lorentzen, Sönke; Roscher, Christiane; Schumacher, Jens; Schulze, Ernst-Detlef; Schmid, Bernhard","Perspectives in Plant Ecology, Evolution and Systematics",2008,"10","2","73--87","Species richness and identity affect the use of aboveground space in experimental grasslands","10.1016/j.ppees.2007.12.001"
"404","WOS404","Augustynowicz, J.; Kaszycki, P.; Kus, M.; Bialecka, A.; Koloczek, H.","Polish Journal of Environmental Studies",2008,"17","5","655--664","Optimized methods for stabilization of microbial communities specializing in biodegradation of organic environmental contaminants",NA
"405","WOS405","Welsch, M.; Yavitt, J. B.","European Journal of Soil Science",2007,"58","6","1493--1505","Microbial CO 2 production, CH 4 dynamics and nitrogen in a wetland soil (New York State, USA) associated with three plant species (Typha, Lythrum, Phalaris)","10.1111/j.1365-2389.2007.00955.x"
"406","WOS406","Roscher, Christiane; Schumacher, Jens; Weisser, Wolfgang W.; Schmid, Bernhard; Schulze, Ernst-Detlef","Oecologia",2007,"154","3","535--549","Detecting the role of individual species for overyielding in experimental grassland communities composed of potentially dominant species","10.1007/s00442-007-0846-4"
"407","WOS407","Scherer-Lorenzen, Michael; Luis Bonilla, José; Potvin, Catherine","Oikos",2007,"116","12","2108--2124","Tree species richness affects litter production and decomposition rates in a tropical biodiversity experiment","10.1111/j.2007.0030-1299.16065.x"
"408","WOS408","Cardinale, Bradley J.; Wright, Justin P.; Cadotte, Marc W.; Carroll, Ian T.; Hector, Andy; Srivastava, Diane S.; Loreau, Michel; Weis, Jerome J.","Proceedings of the National Academy of Sciences",2007,"104","46","18123--18128","Impacts of plant diversity on biomass production increase through time because of species complementarity","10.1073/pnas.0709069104"
